GROUP	DISTANCE
Tumor	0.2777748743816497
Tumor	0.8127891040058393
Tumor	-0.7528680892097475
Tumor	-0.8747940931130737
Tumor	0.4011363003895485
Tumor	1.293528001207276
Tumor	0.992964583441307
Tumor	1.261758546821921
Tumor	1.1703649674268268
Tumor	2.9996350232249167
Tumor	-0.5998187261986626
Tumor	1.2904045219021953
Tumor	-0.06096202337955689
Tumor	0.992964583441307
Tumor	0.5895438863973662
Tumor	-1.0055839680625422
Tumor	0.6423036785197402
Tumor	-0.647568346152694
Tumor	0.5850608177448355
Tumor	0.8728683299158827
Tumor	-0.05265180327480856
Tumor	1.1362173250613332
Tumor	-0.10838133810396874
Tumor	-0.34984814063043695
Tumor	-1.047322970151994
Tumor	0.38690070563399265
Tumor	-0.9052924620351231
Tumor	0.269800053484691
Tumor	0.7010901440343519
Tumor	0.4787002568225784
Tumor	0.4531785404122956
Tumor	0.3780882276561477
Tumor	0.20631713363563278
Tumor	-0.10249170159650896
Tumor	-0.5132390157236341
Tumor	-0.32530304081777534
Tumor	0.14966502664532097
Tumor	-0.8664760122437273
Tumor	-0.11059614420803189
Tumor	-0.5912905338308878
Tumor	-0.9390258092454119
Tumor	-0.055258624090338805
Tumor	-0.07171501375029354
Tumor	-1.074695275896748
Tumor	-0.5550568586671826
Tumor	-0.2720695730283297
Tumor	-1.3253399509659702
Tumor	-0.9321329141618695
Tumor	-0.3046478953603205
Tumor	-0.25225832581724034
Tumor	0.024227913300294293
Tumor	-0.48793493270410604
Tumor	-0.4959664420695988
Tumor	-1.2425967504825133
Tumor	-0.7546441796098524
Tumor	-0.7808553973855309
Tumor	-0.27428974318640625
Tumor	-0.7422930764590924
Tumor	0.9012712670477918
Tumor	-0.5339337852926012
Tumor	-0.8391159127562617
Tumor	-0.9698328759199023
Tumor	-0.9889961690504606
Tumor	-1.0889842452278644
Tumor	0.26374709323313467
Tumor	-0.9530484323861554
Tumor	-0.2370554848150382
Tumor	-0.7309899919302677
Tumor	-1.0959079816048478
Tumor	-1.0515459197163244
Tumor	-1.154708049968472
Tumor	-0.7266837319125419
Tumor	-0.2413811967276802
Tumor	0.13225630517035633
Tumor	0.6933513148307172
Tumor	-0.967405732529908
Tumor	0.05655812564536914
Tumor	0.2769983714676748
Tumor	-1.2506765913584605
Tumor	-0.5589780239573049
Tumor	-0.9692251468786804
Tumor	0.03343629705914765
Tumor	0.33961487737943236
Tumor	-1.195951326552285
Tumor	-0.2124531351598641
Tumor	-0.6479604808475539
Tumor	-0.5173449432894269
Tumor	-0.2092772976328845
Tumor	-0.7436074135459263
Tumor	-1.0982392275348454
Tumor	-0.9124509959962891
Tumor	0.21317043042935632
Tumor	-0.4996679821647286
Tumor	-0.7546441796098524
Tumor	-1.0982392275348454
Tumor	0.4737969409576345
Tumor	-0.12520040510935893
Tumor	-0.8879988030627256
Tumor	0.32982664480145113
Tumor	-0.24708040848795487
Tumor	-0.4295243749160641
Tumor	-1.213217431685162
Tumor	-0.4959664420695988
Tumor	-0.6463929577424485
Tumor	-0.7649342013514043
Tumor	-0.8267973488148183
Tumor	-0.11355451353417872
Tumor	-0.1686534035257076
Tumor	-0.9465812623898299
Tumor	-0.6424859334212016
Tumor	-0.3471944450100318
Tumor	-0.6522852077885636
Tumor	-1.1701183741834689
Tumor	-0.9036516692100025
Tumor	-0.48128790897084806
Tumor	0.15570582425080978
Tumor	-0.7436074135459263
Tumor	-0.1289372020781054
Tumor	-0.7331515856018991
Tumor	0.03343629705914765
Tumor	-0.9304215806379326
Tumor	0.3011105328156633
Tumor	-0.7436074135459263
Tumor	-0.3401462675988403
Tumor	-0.21457454112430652
Tumor	-1.2565819171725807
Tumor	0.2590470577706826
Tumor	-0.4609388011922695
Tumor	-1.3947463721836437
Tumor	0.2945831511159952
Tumor	-0.11849867015292018
Tumor	-1.01802991464897
Tumor	-0.796641796356908
Tumor	-0.32530304081777534
Tumor	0.1796586342535558
Tumor	-1.073954987647566
Tumor	-0.03359367890203135
Tumor	0.8262710536838617
Tumor	-0.10249170159650896
Tumor	-1.1664373951348759
Tumor	1.2825181035008968
Tumor	0.19923429920366081
Tumor	0.19354737198903202
Tumor	-0.6681893029954721
Tumor	2.32793216034395
Tumor	-1.180427653510422
Tumor	-1.1407278261198168
Tumor	-1.036916235419062
Tumor	1.5062323404599252
Tumor	1.3200024159805095
