Patient	Pheno	Count_all_Norm
Set8_11-6plex_T	Total_Cells	5630
Set8_11-6plex_T	CD68+	139.95204262877442
Set8_11-6plex_T	CD8+	62.73712255772646
Set8_11-6plex_T	FoxP3+	49.8679692125518
Set8_11-6plex_T	CK+	4275.77619893428
